Date,Unemployment_Rate_Seasonally_Adjusted,Unemployment_Rate_Trend_Cycle
2014-09-01,4.783456712804,4.770014553311
2014-10-01,4.647590704431,4.691323156317
2014-11-01,4.673666956222,4.600867340984
2014-12-01,4.146379605092,4.509696870155
2015-01-01,4.382830687168,4.430435447646
2015-02-01,4.444803215206,4.37871658654
2015-03-01,4.260090765601,4.361062478837
2015-04-01,4.340507467271,4.367505495522
2015-05-01,4.426401634229,4.386246367912
2015-06-01,4.415218334833,4.401141569052
2015-07-01,4.490135464974,4.40104728362
2015-08-01,4.384970285451,4.382510021103
2015-09-01,4.191261836584,4.350628157978
2015-10-01,4.436011718345,4.31658141598
2015-11-01,4.07018622761,4.287881955061
2015-12-01,4.293187561816,4.259545032017
2016-01-01,4.162150016639,4.224640399029
2016-02-01,4.27147797846,4.177259293716
2016-03-01,4.137396357507,4.11221514957
2016-04-01,3.812283279088,4.04132587315
2016-05-01,3.993417609406,3.972601000691
2016-06-01,3.919429911769,3.903280122928
2016-07-01,3.808102670652,3.839647203776
2016-08-01,3.760493739112,3.781502649529
2016-09-01,3.8409529992,3.725588474322
2016-10-01,3.583104985178,3.668579375708
2016-11-01,3.5947884851,3.616353694253
2016-12-01,3.620343576815,3.57621655195
2017-01-01,3.531178754769,3.545145153309
2017-02-01,3.456829982881,3.515754922813
2017-03-01,3.541607670766,3.481214079763
2017-04-01,3.468228525188,3.435652189561
2017-05-01,3.544336299081,3.382863916535
2017-06-01,3.280020122516,3.34326638725
2017-07-01,3.25456323425,3.327797995327
2017-08-01,3.331129506283,3.33654924149
2017-09-01,3.338770551743,3.361288038391
2017-10-01,3.447018930786,3.383118971417
2017-11-01,3.50327277869,3.388075898649
2017-12-01,3.343917096251,3.371404558728
2018-01-01,3.287361287136,3.341874571011
2018-02-01,3.292383644293,3.316028464303
2018-03-01,3.274879552492,3.301883563477
2018-04-01,3.381315869012,3.301911390608
2018-05-01,3.242026418159,3.307468076441
2018-06-01,3.365249819717,3.304452151924
2018-07-01,3.295203783633,3.293386527591
2018-08-01,3.270021351594,3.28774332659
2018-09-01,3.331812824895,3.293590649227
2018-10-01,3.207064688746,3.317819984103
2018-11-01,3.346605302679,3.359068908214
2018-12-01,3.557034138913,3.409007902916
2019-01-01,3.462989821498,3.460309615861
2019-02-01,3.420537590362,3.501967050054
2019-03-01,3.631567008465,3.528912736541
2019-04-01,3.486881535367,3.538071540498
2019-05-01,3.550541103442,3.535962284607
2019-06-01,3.551026456665,3.534358262464
2019-07-01,3.526406601366,3.533074646312
2019-08-01,3.48328379528,3.532854165419
2019-09-01,3.518905664495,3.540127003224
2019-10-01,3.621070413304,3.54821405852
2019-11-01,3.537906648316,3.544382813606
2019-12-01,3.075620904519,3.527473303863
2020-01-01,3.65883908859,3.498138177266
2020-02-01,3.668946345302,3.464962767041
2020-03-01,3.313016014606,3.438392818702
2020-04-01,4.678028907746,5.030728889146
2020-05-01,4.264262821822,5.019673673718
2020-06-01,5.474385520515,4.998352399203
2020-07-01,5.002195640997,4.951671770952
2020-08-01,4.906565542932,4.871216607212
2020-09-01,4.797111161747,4.765732797744
2020-10-01,4.595843757491,4.663478908594
2020-11-01,4.517210716389,4.593082328801
2020-12-01,4.016673702123,4.552467211806
2021-01-01,4.538758092565,4.520919944914
2021-02-01,4.581390411932,4.474685585085
2021-03-01,4.468007390319,4.399587721313
2021-04-01,4.665301788394,4.298681837266
2021-05-01,4.059345527527,4.187914854517
2021-06-01,3.998420294207,4.089080463134
2021-07-01,4.062279783623,4.016105189949
2021-08-01,4.010316424304,3.964802473093
2021-09-01,3.926271981238,3.919453462227
2021-10-01,3.846704612292,3.863544745515
2021-11-01,3.810928470952,3.791450740622
2021-12-01,3.731589067663,3.706369227304
2022-01-01,3.57216972496,3.621771331601
2022-02-01,3.914207332301,3.539817478966
2022-03-01,3.456406120037,3.462333270387
2022-04-01,3.056182309199,3.39102277024
2022-05-01,3.312123173131,3.333056135889
2022-06-01,3.324912316485,3.287748811204
2022-07-01,3.161718212643,3.247815068856
2022-08-01,3.262696580695,3.205453194377
2022-09-01,3.140028390662,3.15600786978
2022-10-01,3.207659365754,3.094339346606
2022-11-01,2.95036165404,3.022319929773
2022-12-01,2.937935754297,2.953129916694
2023-01-01,2.892227266702,2.897406535559
2023-02-01,2.863340691148,2.864180111606
2023-03-01,2.802244453241,2.85411897643
2023-04-01,2.854679675987,2.854226906484
2023-05-01,2.959989632262,2.848417467586
2023-06-01,2.620073652731,2.827055166407
2023-07-01,2.874054440478,2.797127330734
2023-08-01,2.722729512412,2.769169037366
2023-09-01,2.712313130326,2.749358618892
2023-10-01,2.666525554644,2.739436370943
2023-11-01,2.806800313387,2.735861199788
2023-12-01,2.781301241453,2.727433479668
2024-01-01,2.752230896004,2.710640818389
2024-02-01,2.596187979325,2.691164328115
2024-03-01,2.676820431187,2.672223467916
2024-04-01,2.650183506458,2.661921422773
2024-05-01,2.636678073225,2.660048188924
2024-06-01,2.735256405872,2.661217063524
